103,294,93,160
109,294,92,159
116,294,92,159
122,293,91,159
123,293,93,160
125,291,91,161
126,289,89,166
128,291,88,169
133,291,88,167
135,296,90,163
142,290,86,164
142,289,92,161
154,288,89,163
158,286,90,162
161,281,91,163
170,281,90,165
170,281,93,164
177,280,92,167
180,275,95,163
191,284,92,168
190,284,96,166
194,284,95,164
201,284,95,163
203,282,96,166
206,282,98,160
212,284,98,157
212,281,98,157
216,279,99,159
224,280,97,157
229,278,95,160
235,275,94,167
236,273,96,168
244,273,98,174
249,274,98,177
243,274,101,174
246,272,102,179
256,272,102,176
261,269,98,173
265,272,102,180
267,268,105,180
272,271,106,179
272,274,104,178
271,277,105,180
271,274,105,181
271,272,105,185
277,270,105,187
270,273,107,183
277,271,106,180
273,272,108,186
280,268,109,185
283,272,108,182
281,273,107,184
277,273,107,182
262,268,107,181
253,268,105,178
256,267,105,177
257,268,103,175
262,273,102,181
269,273,101,184
275,273,97,187
277,277,96,188
271,279,103,186
264,275,105,187
270,269,104,191
260,270,110,189
260,271,110,190
271,277,108,186
285,271,106,191
291,271,106,194
293,270,106,194
301,273,104,195
310,275,98,185
315,274,104,186
320,278,108,187
323,279,109,184
319,275,108,183
330,278,107,181
337,283,109,172
344,282,107,169
348,282,111,169
354,282,109,160
361,282,107,159
369,276,105,166
377,281,106,174
385,288,105,174
389,291,106,179
395,292,101,182
401,294,101,181
408,291,103,179
415,291,103,182
422,290,103,186
424,287,108,186
426,289,108,183
427,283,109,181
432,285,110,178
441,285,104,175
447,284,105,180
451,283,104,185
457,284,101,187
465,284,101,187
468,282,106,188
470,279,110,193
473,278,113,193
481,279,113,194
485,277,112,195
491,277,108,197
494,280,108,195
497,278,108,198
502,279,112,198
507,285,114,199
507,293,118,207
519,292,115,206
517,298,109,203
476,315,109,195
447,317,115,191
420,312,117,199
401,308,115,190
380,299,117,197
349,302,115,199
335,298,116,194
326,303,116,200
318,289,117,200
318,292,111,202
320,295,113,202
325,294,110,200
332,301,105,201
340,302,105,206
343,298,103,197
343,297,106,201
346,301,110,212
350,299,109,207
354,297,109,206
357,299,109,203
355,300,110,199
346,302,112,198
335,301,115,198
327,305,111,200
320,305,110,208
313,307,108,197
316,309,105,201
324,307,108,195
331,310,108,195
337,303,110,199
347,309,110,199
352,302,106,202
359,304,104,191
365,303,103,189
370,307,107,187
380,302,104,185
386,302,105,191
393,301,102,188
399,300,103,195
403,300,104,194
410,294,103,195
417,291,105,191
424,290,109,196
429,287,108,192
438,295,108,188
445,292,105,184
451,293,107,182
458,293,105,177
465,291,105,178
473,296,104,179
477,289,105,185
481,291,101,182
486,297,98,177
491,302,99,183
497,299,99,184
501,295,102,177
507,297,105,184
513,294,104,186
519,288,106,187
524,297,105,182
528,290,105,181
539,295,99,173
543,294,103,175
549,300,102,173
553,291,104,176
561,294,101,177
569,303,100,175
575,302,100,176
580,308,102,178
583,305,102,178
584,307,102,177
592,303,99,170
594,303,102,168
598,297,100,167
599,296,102,164
600,298,98,166
601,292,97,172
602,297,97,174
606,296,100,171
610,293,101,166
617,296,105,176
616,299,107,180
619,320,109,183
624,328,107,183
637,327,106,179
633,342,106,182
643,346,106,182
662,344,102,175
662,339,101,174
653,332,103,175
620,330,104,179
609,322,104,175
602,319,102,178
595,319,106,180
607,322,107,173
613,316,109,179
615,320,108,174
620,332,108,177
630,337,106,171
638,338,107,176
648,352,103,177
654,350,106,173
664,356,103,180
666,346,107,184
660,344,107,184
646,329,110,190
623,320,111,188
595,317,108,185
567,309,105,183
527,310,103,181
489,319,107,180
477,315,107,176
468,310,105,178
463,317,103,174
455,324,103,175
443,323,105,176
443,324,105,174
449,327,102,175
457,332,103,175
451,344,107,181
461,333,107,185
463,330,105,185
466,331,104,177
474,325,103,178
479,319,102,175
485,312,104,179
494,311,100,174
502,315,100,176
508,314,98,181
515,312,100,182
523,309,106,186
529,306,104,185
535,306,104,178
541,307,104,183
541,305,99,182
544,308,101,179
554,308,99,177
561,308,95,175
561,308,95,174
562,304,95,174
559,302,93,179
560,307,94,184
564,300,98,179
564,306,99,179
564,313,100,177
568,312,100,181
566,315,99,179
574,321,101,182
573,331,101,175
580,331,101,181
582,323,100,182
588,322,104,188
580,318,110,188
562,312,110,187
553,306,107,190
536,308,107,188
498,310,109,188
473,309,109,186
452,308,111,190
431,305,108,191
428,304,105,194
429,304,105,191
436,318,105,192
443,327,105,190
454,327,105,189
463,334,103,188
482,335,105,196
