138,161,36,66
137,161,35,65
138,163,35,64
136,162,36,63
135,160,36,65
135,161,36,65
134,163,37,67
134,163,36,62
134,163,35,64
134,165,35,65
133,164,35,66
133,163,36,66
133,165,35,65
132,165,35,66
131,166,36,65
129,166,35,66
128,167,35,65
129,166,34,67
127,169,34,66
127,168,34,65
128,167,33,68
126,167,34,68
126,168,35,69
125,168,36,68
125,168,36,69
123,166,37,70
123,166,37,70
124,164,35,70
121,168,36,71
121,170,35,71
119,169,36,69
122,168,34,71
121,169,35,70
121,169,36,67
123,167,37,67
123,164,35,70
123,165,36,69
120,166,35,71
126,163,34,71
125,165,33,72
125,165,31,72
123,161,32,73
123,163,36,67
122,164,36,67
125,163,34,70
124,162,35,71
125,156,35,72
129,157,37,72
131,159,35,74
127,158,38,72
127,159,38,72
126,159,35,77
123,157,38,73
123,158,39,72
122,158,39,73
126,158,37,73
129,157,35,77
128,157,35,75
126,156,34,77
126,157,37,77
124,159,39,73
121,157,38,73
120,159,39,72
122,157,38,76
122,159,38,73
122,157,37,78
121,157,38,80
119,155,41,76
121,156,40,76
119,157,41,75
119,157,40,74
119,156,40,74
121,158,40,77
123,160,39,77
123,158,39,78
124,159,38,77
124,157,38,79
120,160,40,74
119,159,41,76
122,158,41,76
120,160,42,77
118,158,42,77
118,158,42,78
118,157,42,78
121,158,42,82
119,157,44,84
118,156,44,84
122,152,40,86
118,154,44,82
117,155,45,82
117,155,45,82
117,156,45,83
117,155,44,81
118,156,44,81
117,157,45,83
117,157,46,85
117,156,45,84
117,158,46,85
116,157,46,84
117,161,45,83
116,155,46,85
116,155,47,86
116,155,47,86
116,154,46,84
118,158,46,84
116,156,46,84
117,157,46,85
117,153,45,84
117,157,45,83
117,158,45,84
116,158,45,84
116,157,46,84
116,158,46,85
117,158,47,86
116,156,46,85
116,159,46,85
117,157,46,85
117,157,46,85
118,157,47,86
117,159,47,87
116,159,47,87
115,159,47,87
115,160,47,87
116,160,47,86
117,159,46,88
118,159,45,87
119,157,44,93
119,156,45,90
116,160,47,89
117,157,47,90
115,159,49,90
119,155,45,97
118,155,48,95
117,158,50,97
118,154,50,97
115,154,52,96
114,156,52,95
116,153,50,101
116,153,51,103
119,148,46,110
114,154,52,100
116,150,49,102
112,158,53,97
113,156,53,97
112,158,52,96
112,155,52,95
115,156,50,96
113,161,51,95
114,155,51,95
114,156,51,99
112,153,53,98
112,156,51,99
112,155,53,97
111,155,52,96
113,155,51,99
116,151,48,102
115,155,49,97
114,156,50,94
112,155,51,94
114,155,50,95
115,155,49,96
115,155,49,96
112,157,51,94
115,153,47,96
115,156,48,94
117,150,45,99
114,157,48,95
114,153,46,97
116,153,44,95
119,152,43,90
119,152,43,88
117,154,43,90
117,153,42,88
117,153,43,90
118,154,43,91
116,154,43,93
117,153,43,91
119,151,42,88
118,152,43,90
117,153,42,88
115,152,43,89
118,153,42,89
116,152,43,91
116,152,44,90
115,151,44,92
116,153,44,90
117,153,44,90
131,153,46,93
173,155,48,93
175,154,45,91
176,157,43,88
175,153,44,89
173,156,46,92
175,156,45,94
178,155,43,95
177,154,43,93
175,155,44,93
174,152,43,91
176,155,43,92
179,154,41,86
176,154,43,91
174,154,44,93
174,153,44,92
175,151,45,92
176,152,43,91
177,153,43,92
175,151,45,93
181,155,43,88
181,153,41,85
180,153,41,88
177,154,43,88
178,151,42,87
176,151,43,91
180,153,41,89
179,151,41,87
181,154,39,85
182,153,39,84
181,154,40,85
179,152,41,86
180,152,40,87
183,153,39,84
182,153,39,87
181,152,41,87
180,151,41,87
182,151,40,88
180,149,41,88
182,149,40,89
180,150,40,87
183,149,40,85
179,150,40,86
180,149,42,88
179,149,41,88
180,151,41,88
179,151,42,87
176,151,43,91
179,151,41,88
179,152,42,89
178,154,42,87
179,154,42,87
178,156,42,86
178,156,41,86
176,155,43,83
175,155,45,89
178,156,42,85
175,158,44,86
175,156,43,89
175,155,42,88
174,155,43,90
175,156,42,87
173,154,45,89
172,154,45,91
173,154,43,86
171,151,44,89
172,154,43,91
172,152,44,88
173,151,44,88
173,150,44,89
174,152,44,86
194,147,46,91
222,146,52,87
259,148,50,96
281,145,50,89
284,145,46,91
282,145,44,90
285,150,41,90
283,153,44,85
297,149,44,91
323,153,50,87
334,149,48,87
333,147,47,89
335,150,44,90
334,151,46,87
336,153,42,88
334,152,42,91
335,154,42,91
336,151,41,90
336,153,42,87
337,102,42,97
330,63,45,97
328,58,43,97
330,60,44,95
328,58,46,95
329,59,44,96
329,59,45,99
330,58,45,95
331,59,44,97
