482,265,117,95
492,264,115,96
500,262,114,98
502,262,113,97
503,260,110,99
504,263,110,98
505,264,114,95
505,266,113,95
507,262,113,97
508,262,109,96
508,263,106,102
502,261,111,100
501,263,110,99
499,265,110,99
491,267,115,93
486,262,117,95
489,263,111,104
489,263,110,105
492,262,106,111
486,267,113,107
481,274,120,101
480,273,121,102
482,276,120,100
484,279,122,99
480,279,122,102
483,276,124,101
479,270,121,104
476,271,122,101
477,273,119,101
476,273,119,103
475,271,117,107
468,274,125,104
463,266,127,106
465,267,125,105
461,272,128,104
453,273,128,104
450,270,128,105
448,267,132,107
444,268,134,108
439,268,132,108
440,268,132,108
437,266,135,111
432,262,136,113
432,266,136,112
429,267,138,113
425,265,140,114
423,265,137,115
422,266,137,113
424,263,133,116
419,265,136,115
419,266,135,114
416,268,133,111
409,267,138,113
401,269,142,111
399,270,142,111
397,271,142,110
390,271,143,112
388,268,139,115
388,269,134,114
386,268,130,114
383,270,132,114
385,267,131,115
383,268,132,115
375,270,134,114
369,271,136,113
362,272,136,113
355,272,140,112
351,273,143,113
347,272,143,112
344,271,144,114
344,271,141,116
342,274,142,116
338,275,144,117
333,276,146,119
326,273,146,119
325,269,148,121
320,269,147,121
317,272,143,119
318,274,147,120
324,276,150,123
335,280,149,124
344,281,140,120
343,282,143,120
349,283,146,118
374,272,143,121
388,266,137,128
408,269,138,130
425,277,146,119
425,277,146,119
362,291,144,117
386,290,144,117
431,292,141,115
458,292,142,113
469,293,144,110
488,293,140,110
499,292,143,111
523,290,141,115
531,289,143,117
538,287,144,119
546,289,143,118
556,286,147,123
568,284,156,125
576,284,150,126
572,283,151,126
566,286,153,122
556,290,156,118
555,288,152,120
557,290,151,121
554,288,148,123
548,286,151,126
540,286,158,129
529,281,160,132
530,280,159,135
527,280,161,136
528,280,160,137
525,277,161,140
515,275,162,139
507,280,163,135
504,284,161,131
498,281,161,133
494,285,158,130
484,283,162,131
481,282,160,129
482,280,155,131
477,281,153,132
476,281,150,136
475,283,145,134
472,286,147,130
468,288,148,131
466,287,150,133
464,278,146,139
463,278,145,138
457,281,144,137
447,289,151,131
448,290,150,127
445,293,154,129
447,294,156,130
454,289,154,133
466,292,146,134
470,284,152,142
479,284,151,143
480,287,154,139
490,286,153,138
498,283,149,139
508,284,145,139
511,282,144,142
523,282,140,140
530,275,141,142
529,279,142,139
523,279,145,140
525,277,144,141
530,278,139,138
525,275,144,140
527,278,143,136
525,278,143,137
526,278,143,138
524,280,145,137
525,281,144,135
523,280,143,136
523,281,143,135
518,281,144,134
521,282,142,132
522,284,139,130
520,283,141,131
523,281,136,130
523,281,138,130
524,281,136,130
521,281,138,130
524,281,135,128
523,283,135,126
523,283,135,129
521,282,135,129
524,282,134,129
526,281,132,129
525,284,132,126
527,283,130,128
525,284,131,127
524,283,132,128
526,284,131,127
520,283,135,128
523,281,133,129
527,284,130,127
529,286,128,126
528,284,129,125
528,284,129,125
527,284,130,125
525,284,131,125
527,283,131,126
528,280,132,127
526,278,133,128
521,280,137,128
522,278,136,128
523,277,136,129
526,275,133,131
524,277,134,127
522,277,135,128
520,275,137,129
519,273,139,130
526,276,134,130
522,273,136,132
521,271,138,133
524,273,135,131
526,273,133,129
527,277,133,127
526,275,133,129
524,274,136,129
525,273,135,131
525,273,137,131
522,274,137,130
523,271,138,133
523,272,139,132
526,270,137,131
524,274,138,130
527,274,136,130
525,273,137,131
525,271,137,131
525,271,138,131
525,271,136,131
523,274,138,131
525,271,136,131
525,272,138,130
525,273,137,129
524,272,138,130
524,274,138,130
525,270,137,131
522,270,138,131
523,269,136,132
522,272,137,131
525,272,135,130
525,273,134,130
524,274,137,131
523,271,137,131
521,269,139,133
