159	253	22	42
162	251	22	41
168	251	22	40
171	250	24	39
177	251	22	38
181	252	23	37
187	250	23	37
192	248	23	39
198	248	22	39
203	248	22	38
208	250	22	37
214	250	22	37
220	248	21	37
224	247	23	38
231	247	23	39
237	248	22	38
242	247	21	36
249	244	22	38
254	243	22	38
258	243	23	36
267	246	21	36
271	245	22	37
276	248	20	33
281	249	22	32
289	247	22	35
296	242	21	39
304	243	21	44
308	242	21	44
315	244	21	43
320	248	22	38
327	248	22	39
330	243	22	43
331	244	23	45
337	248	24	50
342	245	26	50
349	250	24	50
354	251	25	49
350	255	24	50
352	259	25	51
353	260	26	51
356	259	26	52
354	257	26	51
392	266	23	46
393	265	23	46
397	264	24	46
400	264	25	47
406	261	25	47
407	250	25	53
417	253	26	51
421	252	25	53
422	259	26	53
425	260	25	53
432	259	23	49
438	259	24	48
441	252	28	54
445	244	27	58
449	240	28	51
455	240	25	45
456	238	23	46
461	234	24	42
467	234	22	42
471	233	26	46
475	232	26	51
480	231	30	57
482	233	34	70
485	233	33	69
490	232	29	71
480	231	35	61
463	235	29	60
428	234	27	62
394	248	31	54
378	245	26	55
382	245	25	59
376	261	25	53
351	274	24	45
305	237	24	48
296	232	24	46
296	223	22	49
289	225	26	45
292	218	26	47
295	222	23	46
283	227	24	46
278	223	25	47
280	233	25	47
277	233	24	49
271	231	25	50
264	236	28	51
252	234	27	53
245	228	27	53
237	232	28	56
231	239	28	56
226	245	28	54
221	249	27	56
217	252	27	55
213	253	27	55
209	251	28	55
205	259	26	55
213	254	27	54
214	253	27	55
212	250	28	56
214	254	28	54
210	255	27	55
206	258	28	55
208	256	28	56
211	260	27	54
209	261	27	54
212	255	27	54
214	256	28	54
212	253	27	55
208	259	27	54
212	261	27	54
209	255	28	54
213	261	27	54
214	256	29	55
215	253	28	55
212	248	29	58
209	255	28	58
209	253	29	57
