4	248	102	244
4	248	101	244
4	248	102	242
4	250	102	237
4	249	104	237
4	251	104	235
3	249	109	239
3	248	111	242
5	246	112	246
8	249	110	246
5	247	116	242
5	248	118	245
4	246	120	243
3	243	123	241
7	245	124	240
15	246	122	240
7	243	124	238
0	236	115	227
0	237	119	227
0	237	115	227
0	235	115	232
0	237	113	224
0	239	110	230
0	237	110	222
0	236	106	221
0	238	108	225
0	237	106	226
0	238	105	222
0	238	105	222
0	237	105	221
0	240	110	222
0	241	106	220
0	239	105	218
0	240	105	222
0	241	105	218
0	241	103	223
0	241	103	222
0	241	103	221
0	243	101	224
0	242	102	226
0	242	100	223
0	243	103	219
0	243	101	221
0	244	100	222
0	246	101	220
0	244	99	221
0	246	103	223
0	243	105	223
0	242	103	223
0	243	104	224
0	240	104	218
0	241	100	222
0	243	102	218
0	241	100	216
0	243	101	219
0	241	104	219
0	243	103	221
0	242	103	222
0	241	100	219
0	243	103	221
0	241	104	222
0	239	102	222
0	242	103	226
0	242	105	224
0	240	101	223
0	241	104	221
0	240	102	221
0	243	106	222
0	240	102	225
0	241	98	221
0	238	101	222
0	243	103	220
0	242	105	221
0	239	101	223
0	242	105	219
0	241	101	223
0	238	102	224
0	241	103	223
0	238	103	223
0	240	103	223
0	244	104	223
0	242	103	222
0	243	96	217
0	241	101	222
0	239	101	221
0	244	102	222
0	242	99	223
0	241	98	219
0	242	97	221
0	246	96	221
0	245	99	221
0	241	101	223
0	241	98	223
0	245	103	224
0	242	99	225
0	244	103	224
0	240	99	226
0	241	103	227
0	242	105	227
0	238	103	228
0	240	105	231
0	239	100	227
0	239	104	227
0	240	97	223
0	243	102	222
0	240	103	224
0	239	99	223
0	243	105	221
0	237	98	224
0	239	102	227
0	242	101	223
0	243	102	225
0	235	100	230
0	245	109	228
0	238	102	232
0	242	102	227
0	237	105	231
0	237	105	228
0	238	103	230
0	239	107	229
0	237	104	230
0	235	104	229
0	238	106	233
0	236	107	232
0	239	108	231
0	235	106	232
0	235	104	231
0	240	104	230
0	239	109	230
0	238	107	232
0	239	106	231
0	235	104	232
0	240	103	230
0	242	104	229
0	238	108	231
0	238	106	231
0	239	105	231
0	234	106	232
0	238	104	229
0	237	107	234
0	238	101	231
0	240	103	232
0	239	103	232
0	239	106	230
0	237	107	232
0	239	106	233
0	240	104	231
0	240	105	229
0	241	103	232
0	241	106	230
0	241	101	230
0	243	106	227
0	238	103	229
0	240	105	227
0	242	104	227
0	242	100	227
0	238	99	229
0	242	99	227
0	241	100	227
0	243	96	226
0	242	98	225
0	238	98	227
0	242	100	226
0	238	101	228
0	240	99	228
0	242	99	225
0	238	99	226
0	242	99	227
0	242	98	219
0	237	95	218
0	236	96	219
0	240	93	219
0	246	96	223
0	240	97	219
0	246	98	221
0	244	98	222
0	245	96	220
0	240	97	218
0	242	96	221
0	243	95	223
0	242	92	218
0	241	97	222
0	241	98	220
0	246	100	222
0	247	98	220
0	243	94	220
0	243	97	225
0	239	100	222
0	242	103	222
0	242	100	227
0	238	100	227
0	240	101	224
0	242	98	226
0	242	94	223
0	245	99	222
0	244	98	226
0	241	102	223
0	242	96	224
0	236	99	225
0	238	98	228
0	241	100	225
0	242	101	223
0	246	99	221
0	243	103	222
0	245	104	222
0	240	101	226
0	243	99	227
0	246	98	226
0	247	96	228
0	242	102	229
0	247	98	227
0	237	101	227
0	245	100	226
0	253	93	228
0	245	100	228
1	251	101	228
0	252	99	230
1	250	94	228
0	248	94	232
0	247	103	230
0	253	98	229
0	256	102	221
0	253	97	217
0	258	106	230
0	258	105	233
0	261	100	233
0	258	104	239
0	251	103	242
0	251	106	243
0	250	103	243
0	243	103	239
0	249	100	239
0	244	103	236
0	246	107	235
0	254	103	239
0	251	103	237
0	254	104	237
0	246	102	236
0	240	106	240
0	244	105	238
0	236	106	237
0	246	106	240
0	246	106	240
0	246	115	236
0	232	108	242
0	237	112	244
0	242	111	240
0	244	110	242
0	244	110	239
0	245	111	240
0	242	104	238
0	244	106	237
0	248	105	236
0	248	108	235
0	254	109	233
0	252	106	232
0	246	109	236
0	250	106	234
0	245	106	232
0	252	105	228
0	249	108	225
0	248	106	224
0	249	106	226
0	251	104	226
0	251	102	228
0	248	108	229
0	249	103	229
0	248	107	228
0	247	108	228
0	248	108	226
0	248	106	229
0	243	105	225
0	248	102	225
0	250	105	224
0	245	106	226
0	247	106	225
0	241	110	231
0	241	108	231
0	242	105	225
0	237	104	225
0	240	107	225
0	240	107	230
0	239	105	230
0	234	104	229
0	237	102	228
0	235	103	229
0	236	104	229
0	238	103	226
0	239	105	227
0	241	103	226
0	242	104	226
0	242	104	227
0	245	105	230
0	241	102	228
0	243	104	230
0	241	104	234
0	240	101	235
0	234	104	234
0	237	106	232
0	242	104	232
0	241	106	229
0	240	103	233
0	236	103	233
0	232	100	235
0	230	101	232
0	232	100	234
0	236	101	227
0	238	99	226
0	240	100	225
0	241	101	227
