243	341	65	122
270	329	62	121
292	313	62	117
316	300	57	122
331	292	56	122
348	283	54	116
360	271	55	118
374	263	54	114
385	257	52	106
395	250	52	107
407	239	51	106
412	231	51	106
418	224	51	104
425	215	50	103
428	209	51	105
431	202	50	102
432	199	53	101
435	195	51	99
438	192	51	101
438	184	53	97
440	184	52	100
441	178	55	100
443	175	53	97
445	174	55	99
445	169	54	96
444	166	55	95
445	164	54	96
446	160	53	96
446	160	56	99
444	154	56	96
444	154	56	99
443	148	55	100
440	143	54	97
442	140	54	96
438	137	54	98
437	133	54	95
436	129	55	96
434	129	53	96
433	127	54	98
432	126	53	100
430	124	54	104
428	123	55	104
426	124	55	103
423	124	52	102
418	117	53	96
410	107	55	94
409	112	53	93
401	111	52	91
397	108	52	89
397	106	52	92
392	104	53	89
387	106	53	89
383	103	53	86
379	107	52	86
376	107	48	85
372	106	48	86
367	109	50	84
361	109	48	81
355	105	49	83
350	105	49	83
348	103	49	84
337	101	48	81
333	100	48	82
331	98	48	81
323	98	49	82
317	96	50	80
313	93	49	85
308	95	49	87
304	94	48	87
292	94	50	83
290	99	48	83
286	98	46	81
280	105	45	77
272	108	44	76
269	103	42	80
265	108	45	76
253	106	42	79
244	109	51	76
242	110	43	80
236	110	53	75
230	112	52	76
237	104	44	83
234	110	44	83
204	101	44	82
201	92	44	82
195	84	44	83
199	81	44	83
194	79	44	83
218	91	45	84
196	84	45	85
159	97	45	85
112	121	45	85
113	127	51	80
116	124	51	82
115	127	51	82
113	128	52	84
114	127	51	82
115	125	53	85
111	127	51	84
113	128	51	82
111	126	51	81
113	127	51	82
113	127	51	81
114	127	50	80
114	129	50	81
114	127	51	80
114	129	51	81
116	127	44	82
113	128	51	79
118	127	51	81
113	124	53	82
115	124	52	83
114	124	53	84
112	122	54	85
115	126	54	84
112	125	54	87
116	122	53	86
116	122	55	88
113	122	56	88
113	120	57	89
111	121	56	90
115	122	55	89
114	116	57	92
114	119	56	91
112	120	57	92
113	118	57	91
113	119	56	92
115	118	58	94
112	113	58	95
110	115	58	96
112	114	60	97
109	115	60	98
110	113	59	98
111	110	60	101
115	107	60	103
111	108	59	101
110	112	62	105
111	105	61	109
110	107	62	106
109	109	60	102
112	110	60	103
109	106	62	105
113	105	61	107
114	109	62	109
109	104	63	109
110	104	62	108
109	108	64	109
111	107	63	107
109	106	65	108
113	106	62	109
111	107	63	108
111	109	63	107
110	110	65	109
110	107	64	109
110	106	65	107
109	108	66	110
108	108	66	107
111	110	67	111
109	109	66	109
110	110	66	107
108	110	66	105
109	112	65	103
109	110	62	102
107	113	64	100
109	110	64	104
109	107	64	104
109	109	63	103
110	113	64	106
110	107	64	103
110	105	65	104
105	109	66	102
110	110	65	105
109	111	67	107
107	108	66	104
111	111	65	106
110	108	65	106
111	110	64	107
110	109	65	106
112	109	64	106
108	107	65	107
112	106	65	108
108	108	66	108
108	108	65	105
112	109	62	105
109	111	63	103
111	107	64	105
110	107	64	105
