338	254	20	53
337	251	19	47
337	249	18	46
338	248	17	45
339	248	17	44
340	246	18	45
342	245	19	46
344	244	20	47
346	243	19	47
348	240	19	49
350	240	19	47
351	241	19	46
352	241	19	47
352	241	18	46
352	241	18	47
352	242	18	47
351	242	18	49
349	242	19	49
345	244	20	49
340	245	21	50
334	245	23	50
328	247	23	49
321	248	23	51
315	250	23	49
310	249	23	51
305	251	23	49
302	252	22	47
300	251	22	48
297	251	22	48
295	251	21	48
292	251	22	48
290	253	20	47
287	255	20	48
285	256	21	48
283	258	21	48
281	260	22	46
278	259	21	48
273	259	21	47
270	260	21	45
268	260	20	45
265	261	21	46
261	262	20	46
257	260	21	46
253	260	21	47
248	260	22	46
244	260	21	45
241	261	20	45
238	262	20	46
232	264	22	45
229	265	22	46
225	267	22	45
219	269	23	47
213	267	24	48
208	267	24	49
203	266	24	50
194	266	25	49
188	268	24	50
184	267	24	50
181	268	25	50
178	269	25	50
175	270	25	52
171	273	25	51
170	274	25	52
168	276	25	51
164	276	25	51
161	277	25	51
159	277	24	52
156	277	24	51
154	277	25	53
150	276	24	53
145	277	24	51
141	279	22	51
139	280	22	50
135	282	23	50
133	283	22	51
131	286	22	51
130	287	22	51
129	290	22	52
128	294	22	52
126	297	22	51
127	298	21	51
130	297	23	50
136	294	24	51
142	291	25	50
149	292	23	49
151	291	23	50
153	293	21	50
154	292	21	51
156	292	22	53
159	288	24	54
164	288	24	53
167	287	24	51
167	287	24	51
165	286	24	52
160	288	24	51
158	290	24	51
155	290	23	51
154	289	22	51
154	287	21	53
154	284	20	54
154	283	20	52
154	281	19	54
152	282	19	51
151	281	19	50
150	281	19	50
149	282	19	50
148	283	19	51
146	284	19	50
144	285	19	51
139	287	21	49
137	287	21	49
135	287	20	50
134	286	19	50
135	287	19	50
133	286	19	50
129	288	21	51
122	288	22	52
117	291	23	53
115	292	22	53
115	295	22	52
113	297	22	52
113	297	22	51
112	295	21	52
111	294	21	53
111	294	21	52
110	293	21	53
108	295	21	54
105	298	22	54
104	299	22	54
103	301	21	54
102	301	21	53
103	301	20	53
103	301	20	53
102	302	20	53
98	301	21	54
95	302	21	53
92	304	21	54
92	307	21	52
90	307	20	52
89	308	20	51
87	307	20	51
87	307	20	51
85	306	20	51
84	308	20	51
82	309	20	50
80	308	21	52
78	309	21	54
77	312	21	51
77	314	20	50
76	313	20	51
75	314	19	51
73	314	20	52
72	313	20	52
70	314	19	53
68	317	20	52
67	317	20	52
66	316	20	52
66	318	20	51
66	318	19	50
66	320	18	49
65	319	18	49
